Num_Pages,Age,Ratings_Count_Log,Text_Reviews_Count_Log,Author_TargetEnc,Publisher_TargetEnc,Author_Frequency,Publisher_Frequency,Language_Code_French,Language_Code_German,Language_Code_Japanese,Language_Code_Others,Language_Code_Spanish
377,37,5.351858133476067,3.258096538021482,3.947070684045838,3.9298290403464784,1,3,False,False,False,False,False
182,21,2.995732273553991,0.6931471805599453,3.895252502227656,3.895252502227656,1,1,True,False,False,False,False
224,20,7.8928255262511176,5.117993812416755,3.9614814603753516,3.960987640250235,2,8,False,False,False,False,False
185,32,10.553570643625047,7.941651252930556,3.9291269660360157,3.9274224212815505,4,212,False,False,False,False,False
9,26,6.4967749901858625,3.1780538303479458,3.9497979567731107,3.979356711816011,1,9,False,False,False,False,False
408,45,6.186208623900494,2.70805020110221,4.056752117269555,3.9477777757834978,3,117,False,False,False,False,False
485,25,11.967644121932048,9.043577154098081,3.8781045602649544,3.9174529904788624,7,250,False,False,False,False,False
611,49,4.2626798770413155,2.1972245773362196,3.937070684045838,3.9274224212815505,1,212,False,False,False,False,False
304,39,4.90527477843843,2.5649493574615367,3.970707047682202,3.95054465734322,1,41,False,False,False,False,False
189,25,2.302585092994046,1.0986122886681098,4.082388876225211,4.104444432932009,10,12,False,False,True,False,False
580,26,7.011213987350367,4.499809670330265,3.919914520173239,3.9450544612647884,16,41,False,False,False,False,False
360,27,5.170483995038151,2.70805020110221,3.9307070476822017,3.940365493743476,1,66,False,False,False,False,False
127,43,2.772588722239781,0.6931471805599453,3.9016161385912924,3.9016161385912924,1,1,False,False,False,False,False
256,53,5.966146739123692,3.367295829986474,3.9625252295003834,3.95454289572471,1,148,False,False,False,False,False
586,20,9.601706555704846,6.6293632534374485,3.9352525022276565,3.95454289572471,1,148,False,False,False,False,False
230,37,9.994059250720515,6.796823718274855,4.034444424961863,3.9867521172695555,3,3,False,False,False,False,False
416,34,7.901377353792616,5.700443573390687,3.9585185016336144,3.859701890841566,5,31,False,False,False,False,False
345,37,6.617402977974478,3.6109179126442243,3.954343411318565,3.9477777757834978,1,117,False,False,False,False,False
272,25,5.963579343618446,2.3978952727983707,3.989814793708685,4.04163397202966,2,7,False,False,False,False,False
626,20,3.970291913552122,1.9459101490553132,3.9107070476822017,3.880935659184433,1,9,False,False,False,False,True
368,26,6.911747300251674,3.8501476017100584,3.8781481270420186,3.9007936482092265,2,88,False,False,False,False,False
228,23,5.697093486505405,3.5263605246161616,3.936161593136747,3.9492810308531894,1,7,False,False,False,False,False
208,20,6.8001700683022,2.8903717578961645,4.035648127042019,4.155146185500222,2,9,False,False,False,False,False
